,adview
2132,3.0324854566158366
2133,2.297088312965614
2134,1.4111768998096874
2135,2.5263256749587573
2136,2.0054336187484108
2137,2.510224284659082
2138,3.559946057919708
2139,2.805618541926493
2140,2.217175716651954
2141,1.2692464841603122
2142,2.429006495454088
2143,3.7652124579456747
2144,1.5136504870677365
2145,1.6094020186443663
2146,2.405907183287778
2147,1.9745149289163235
2148,2.979839340048308
2149,1.867632195738604
2150,1.6864674631033871
2151,2.1308969352598393
2152,1.4705260906866435
2153,2.2943747807828556
2154,2.1899870515155304
2155,2.0607427901364366
2156,2.198716388662135
2157,1.8648512448988077
2158,3.2535616065806634
2159,3.4963491840221907
2160,2.099932293350093
2161,1.4170894012023365
2162,1.9920825529191362
2163,7.82895503420267
2164,2.072092350138277
2165,3.3013929681967986
2166,2.6782354616123296
2167,1.4875612124118502
2168,2.8214370118366427
2169,2.2261926166659256
2170,3.3022718944859055
2171,1.3338405806132227
2172,2.86266170310856
2173,2.4356617997759433
2174,2.1682279231336734
2175,3.433688480133228
2176,1.7953871733472888
2177,1.4668468572690565
2178,1.8665612816878192
2179,1.5223173062195157
2180,1.5333367416894408
2181,1.993027641326299
2182,1.8884173918035256
2183,1.3534297158349844
2184,3.2917893194451904
2185,1.4441189745593301
2186,2.2075809290285524
2187,1.5149010298548737
2188,3.051418583973949
2189,2.5148070818965773
2190,1.6037180060209424
2191,3.5601573569138503
2192,2.0407564807298217
2193,14.99797553614741
2194,2.1780496896878594
2195,2.5179712296357697
2196,2.110573657789704
2197,1.5709794531716228
2198,2.401055809308598
2199,2.343922475625914
2200,2.197052710647121
2201,1.860974203149285
2202,1.4041426722760204
2203,1.4117326873411318
2204,1.8539458634111645
2205,1.6687976863909122
2206,1.690000797088475
2207,1.9817107725282472
2208,2.245825945926939
2209,1.3351480327941836
2210,1.9334817488143885
2211,2.1285450271180038
2212,2.993156146299539
2213,2.4780748082049193
2214,2.1862922304680152
2215,1.440757523778724
2216,1.7622212787644846
2217,2.0873923541018318
2218,1.664707255800518
2219,4.221523044424699
2220,1.9240562901978728
2221,1.3812282913683274
2222,1.7336729676872717
2223,2.2518899005505904
2224,1.4801518216610994
2225,1.9084619773929243
2226,2.0749506004253777
2227,1.3511065836652967
2228,0.9168832790607802
2229,2.295473935565129
2230,6.035918187129867
2231,2.2079178026940296
2232,1.5074641542921898
2233,1.8844009422898034
2234,1.9445808799582665
2235,1.7431196975439769
2236,3.7808339690634902
2237,0.8816724615069211
2238,2.9354852773603497
2239,2.129466757866267
2240,2.946751106807163
2241,1.602005367014553
2242,2.3201801451130803
2243,1.3737519823004622
2244,2.458105842626825
2245,1.7518788792156466
2246,1.8366449511206961
2247,2.351467019849644
2248,1.3644934066538084
2249,1.487020057789957
2250,2.9132864192648875
2251,1.5434868406700746
2252,2.0408170913984973
2253,5.363772409666913
2254,1.9858613332281467
2255,1.7292036931215262
2256,3.4805212390822065
2257,2.3489128372395625
2258,2.0988781407866157
2259,1.863768286377022
2260,1.427023477256316
2261,2.0575009293385818
2262,2.0118011708194024
2263,1.4036347325152136
2264,1.6002659528084133
2265,2.2839382174739504
2266,1.5493932835022635
2267,2.025970726330712
2268,9.489106060047975
2269,2.403840824772138
2270,1.5610097426526228
2271,2.5608355476414246
2272,1.9897444333786096
2273,5.757604061406267
2274,2.505126558529283
2275,1.7801412920755024
2276,2.023410166509626
2277,2.602929518239608
2278,1.7270772450453038
2279,2.1970234586159774
2280,2.3868404981417166
2281,1.9545843202371542
2282,2.356303108738589
2283,2.0914430936930537
2284,1.7370616857737442
2285,1.3975848334674348
2286,1.7341882804403372
2287,1.7116678304239508
2288,1.3708081589685368
2289,1.3151227271698498
2290,1.9458285742237398
2291,1.6568277214842966
2292,1.7885537604366526
2293,1.329282468494156
2294,1.3777855301523037
2295,2.4583224638850254
2296,2.4379191705336964
2297,2.142465299345354
2298,2.7111126756394164
2299,3.412785664513437
2300,1.30542132786606
2301,1.6008700793496038
2302,1.9617165715643794
2303,2.4030547094705583
2304,2.3587469843711184
2305,9.030780919341817
2306,2.078787778370889
2307,1.9342269098249667
2308,1.36782597093157
2309,1.475932491945653
2310,1.880660290832751
2311,2.0295653428146956
2312,1.4775118671767795
2313,1.5600918799485672
2314,2.6616678537589604
2315,2.0348686933069375
2316,2.217226588927338
2317,1.6871039255907894
2318,2.7171116763677867
2319,1.3632781072872562
2320,1.9720943291560724
2321,2.390676908972193
2322,1.5196470918853269
2323,1.9631294031983848
2324,1.7342052391663212
2325,2.370641573002214
2326,1.898372678040089
2327,1.4703909290265296
2328,1.6336032421302888
2329,1.3620884359295213
2330,2.872152601365099
2331,2.2107062873359693
2332,2.179049525237789
2333,2.1138228509184374
2334,1.4337649296967938
2335,1.5844191208731258
2336,2.3137909317990717
2337,1.3614861113940244
2338,1.8321137222532822
2339,1.6009338737506225
2340,2.3931052778525186
2341,1.4183217214458397
2342,3.8767280986318577
2343,1.3034473160525688
2344,2.1740623213497168
2345,2.153777433385066
2346,1.3952395580033055
2347,1.2796372219368242
2348,1.8342749954412634
2349,1.9234065173451935
2350,1.617269538315879
2351,1.756375208008393
2352,3.882428370018328
2353,1.649840777780791
2354,3.5701615618627165
2355,2.2172618002812814
2356,2.643631044297337
2357,2.6696252723355367
2358,1.6656586929390484
2359,1.7050784673306327
2360,2.259797852966255
2361,2.194261797905033
2362,2.644417074555654
2363,2.38891382070627
2364,2.4717488227207474
2365,2.4843585417807823
2366,2.5250138225840764
2367,2.482327226584128
2368,3.661117887170622
2369,2.326156237425491
2370,2.1309720250736994
2371,1.24772073999302
2372,1.4060324804819486
2373,1.4174281060045226
2374,1.588955144849469
2375,1.9162722054630037
2376,2.048826036137685
2377,1.7024419551254324
2378,2.027804324340484
2379,3.0333457089956233
2380,1.5433190055600736
2381,1.1472666063485932
2382,2.449208263370852
2383,1.5603539568947231
2384,3.4509364314046147
2385,1.5748630873675786
2386,1.6740630164392705
2387,1.5540866540218332
2388,1.4648312238614034
2389,1.8393032503049889
2390,1.4466667164158875
2391,1.5432883908670512
2392,2.07163175701341
2393,2.0079489211465043
2394,1.6515644153963067
2395,2.8063438461226102
2396,1.8423073985855327
2397,1.7952301118699863
2398,2.1584891824935104
2399,3.0659891016775407
2400,1.5864051499571497
2401,1.255690260983867
2402,1.3425597002141232
2403,2.063876101779636
2404,1.4753722913800296
2405,1.731691622640934
2406,2.043355860488398
2407,1.4812183512622101
2408,1.994585547895377
2409,2.527741278440775
2410,1.844290720684108
2411,1.6108825437507934
2412,3.0522582847416633
2413,1.665690113669553
2414,2.717740768602855
2415,1.8161555842783081
2416,2.4583119827055704
2417,1.7478340227402551
2418,2.968425200223275
2419,2.060316226879583
2420,1.7448619411392616
2421,2.4946372523896363
2422,2.2389716675449676
2423,1.1234743834476295
2424,3.016541474989744
2425,2.0168901027365043
2426,1.9013716081426733
2427,1.536577588086093
2428,2.0637568096592847
2429,2.0129663205096398
2430,1.8472262765388245
2431,1.906281813553531
2432,2.8637513023801855
2433,2.3503993801215115
2434,1.3657167407830904
2435,1.6076710077459528
2436,2.1865659241210147
2437,2.4909991248241017
2438,2.4888877347717155
2439,1.779925567942305
2440,1.650424554859927
2441,1.6570463241560713
2442,2.1099958785615063
2443,1.9828950770860998
2444,1.450880514826732
2445,1.6386872660072733
2446,1.8345053363649186
2447,2.174073565958279
2448,1.9061801655887427
2449,2.2186865790901806
2450,0.973047477704807
2451,1.5694227573518251
2452,2.0973246769254956
2453,2.0866722698748985
2454,2.0474519879668303
2455,1.4318167995412932
2456,2.337623319347966
2457,1.7925692190392417
2458,1.517287948130949
2459,2.4298114184353534
2460,2.061662764451513
2461,3.34206215030357
2462,3.678632405940563
2463,2.029639087085815
2464,1.4744852197870868
2465,1.8358062427761084
2466,1.68007146572517
2467,1.415752921202801
2468,1.707022803329187
2469,2.350037557549199
2470,2.212271744908721
2471,2.1629082646914117
2472,1.6903481447958852
2473,2.4686341432317924
2474,6.385720304349313
2475,1.4678397337600613
2476,2.32972938526195
2477,1.8733020193302885
2478,2.4386444067267297
2479,2.559734059493178
2480,1.731351479961713
2481,1.726337278168955
2482,2.352785226131173
2483,3.584818372014533
2484,2.3740974201369407
2485,1.6075114399794819
2486,2.8172445500841157
2487,2.0631145057878912
2488,2.4764860473764676
2489,2.4076480731406713
2490,2.5524342515920986
2491,3.2829765542401548
2492,2.8114321964891116
2493,1.5418607671762472
2494,1.9617847855595776
2495,2.0125127699082794
2496,2.4437543488796445
2497,2.3675661839461988
2498,2.000543411741118
2499,1.1470268661887895
2500,1.6829351343462131
2501,1.866209479884148
2502,1.7214346087765229
2503,2.0157525941776586
2504,3.1277893519341564
2505,1.4868033433136199
2506,1.4226052684238915
2507,1.6831238203608012
2508,1.7732996550718312
2509,2.5498071095850485
2510,1.8850411039149106
2511,3.0246332526086164
2512,1.4319679622533452
2513,1.8755448568975766
2514,1.8218456119786275
2515,2.2153085872361604
2516,2.079178613035862
2517,1.494421326550535
2518,2.1384845225907223
2519,1.4966404533131246
2520,2.456698148399291
2521,2.3007046009648264
2522,2.1022318736479284
2523,2.4526149024140675
2524,2.3020783368866637
2525,1.5922082245503244
2526,1.5732342515519793
2527,1.5421299556525208
2528,2.008321605655116
2529,1.6005328529305558
2530,13.045498967582153
2531,2.114387554433441
2532,1.6711694872122043
2533,1.594464646995904
2534,1.5669198570132319
2535,1.3945647211044663
2536,1.6669967411478057
2537,2.0549659004784475
2538,6.092210307563879
2539,2.9831169583383996
2540,3.3393357744014667
2541,1.6126557095744736
2542,1.47695127851421
2543,2.163903547474734
2544,2.412129564071255
2545,1.38239481069906
2546,1.8837506767737957
2547,1.4381200000179568
2548,1.7456983193883406
2549,1.3664390887331792
2550,2.792015149488967
2551,2.1706200860650755
2552,1.545749307904043
2553,1.5990720010477772
2554,2.0882087360930988
2555,1.3073809445709332
2556,1.5146156769088202
2557,1.350821964235569
2558,1.4631000760049324
2559,5.480713987027317
2560,1.6027190420874922
2561,2.554915120427683
2562,1.63889591444383
2563,2.318645267699307
2564,4.4543930930927935
2565,1.7981165111918562
2566,1.698177884033914
2567,2.966619737032019
2568,1.6942108459194674
2569,2.011742877223604
2570,2.4643914347994844
2571,1.285053628493741
2572,1.4094359083866155
2573,1.7433633191971545
2574,1.7595716335478606
2575,1.5357124846413055
2576,1.6474236688832673
2577,13.562427031886207
2578,2.1370981237993822
2579,2.334044180158959
2580,3.1646810317991583
2581,2.693363233353102
2582,2.226901283098542
2583,1.7756259779825967
2584,1.5237548842599975
2585,1.9893711224568886
2586,2.3351452400727246
2587,2.217523793193724
2588,1.689891618506533
2589,2.657673877655551
2590,1.6339528962266616
2591,1.39422314047177
2592,1.6678594984955697
2593,1.85007105949928
2594,1.9236502605149286
2595,8.613492138972196
2596,1.6824605814748121
2597,1.3391971481811678
2598,2.4570929591561885
2599,2.5426476780301233
2600,1.445115338161
2601,2.447362794434176
2602,4.190212745185772
2603,1.3917545878533093
2604,2.323963412560029
2605,1.7649769655169671
2606,1.2790136992108807
2607,1.6366661617184626
2608,2.069980591257531
2609,1.6038914458274023
2610,2.5065835421300733
2611,1.339733181472107
2612,1.393674579288953
2613,17.30549844808278
2614,1.7240875288503144
2615,1.4827387438237416
2616,1.5601881985241277
2617,2.0290167131590837
2618,1.6550243707562502
2619,2.0653179441015532
2620,3.6244033554476385
2621,1.5557489146595116
2622,3.5217989396223732
2623,5.535494955279518
2624,2.068402308073311
2625,1.680977582457806
2626,2.3762696267774714
2627,2.011303917526502
2628,2.1958679217931727
2629,1.6858192325896797
2630,1.8172366725873945
2631,2.5085817585771983
2632,1.715143428569288
2633,1.3434400270317162
2634,2.022083884537468
2635,1.9643150157318663
2636,2.149987204866124
2637,1.2940972452558412
2638,1.4640029071903036
2639,2.7442098839507687
2640,2.2473536894515975
2641,2.76621112335137
2642,2.012061535395724
2643,1.3977932070512256
2644,1.3898122937704476
2645,1.8987092562941625
2646,1.4635785220373254
2647,1.4249440536040203
2648,2.3458898948487397
2649,1.4718194424346205
2650,1.620419393093281
2651,1.638344532783981
2652,1.3172241380142498
2653,3.0561757437229518
2654,1.8551055231472253
2655,2.413610554845042
2656,3.83361238683519
2657,2.194509313370849
2658,4.707208461767886
2659,1.4028085281397953
2660,2.6330903101677485
2661,2.3544494244748715
2662,1.4346445554482714
2663,2.770306747166539
2664,2.224460756666759
2665,1.6605673720510428
2666,1.942747826585463
2667,1.8710969382004732
2668,1.8730832702231195
2669,3.455548953267106
2670,2.105274374856041
2671,1.3429249585773495
2672,3.359491091165004
2673,1.7864597052029922
2674,1.709013091287157
2675,1.3917579006358425
2676,2.0261307064970113
2677,1.2994213627221867
2678,2.6884031978288845
2679,1.7012612115780974
2680,1.3645191402429604
2681,1.786981218821804
2682,1.688684537725894
2683,2.303460397580249
2684,2.2994026586789613
2685,1.4544322779164154
2686,1.8200138813622928
2687,1.991895850336866
2688,2.5467762186026808
2689,1.688124080936342
2690,1.3003725122339822
2691,2.0983479316899043
2692,2.0957436199503103
2693,2.1739295096960802
2694,2.2771519009123344
2695,1.7798141538883359
2696,2.5063315941982354
2697,1.2316593265827458
2698,2.015010012418569
2699,1.8173918397686375
2700,1.7427093565080214
2701,1.363078154814973
2702,1.8265912096449743
2703,2.251935467950063
2704,5.963550647624451
2705,2.182015382625927
2706,1.676433878335323
2707,1.8861246380483214
2708,1.3655554923964504
2709,1.3979302795720625
2710,2.6393517919194647
2711,2.5198160440985884
2712,2.1945130809839597
2713,1.208649102662858
2714,1.5456046041029303
2715,2.173757673212394
2716,1.4149090453231166
2717,2.945463691609199
2718,1.605529805430998
2719,2.4370556611109717
2720,1.858977496457904
2721,2.108296680781903
2722,2.0349532323898467
2723,2.6079159838846566
2724,1.6538615662356602
2725,2.0191346676502455
2726,2.0140667821522733
2727,1.7590726396746574
2728,2.1093089166375343
2729,1.7093221490199793
2730,2.921494124714431
2731,2.1576337949018813
2732,3.7003634888354036
2733,1.6479213468620515
2734,1.5494029517109544
2735,1.345717601068968
2736,2.510862732518506
2737,1.5632632907278747
2738,1.624229997017609
2739,1.9770143299564271
2740,2.510648147019745
2741,1.3706485405139444
2742,1.9253500978427223
2743,7.913808388816285
2744,2.0286956608857274
2745,1.4180273188482548
2746,2.6366868184841836
2747,2.327853731506844
2748,1.6947173744231914
2749,3.6250088411352035
2750,1.9026777649246736
2751,1.8619795744261665
2752,2.0128902503366275
2753,1.9044855719124438
2754,1.7051313136021258
2755,1.3237077842597182
2756,1.289521269575431
2757,1.5022666634190571
2758,1.7290531477090487
2759,1.8572482958486434
2760,1.767537133912581
2761,2.0645641974210838
2762,1.6888160144380315
2763,2.2225104055428604
2764,2.203210573429165
2765,1.4664760557043008
2766,2.045068927893392
2767,2.458767610253637
2768,1.6353918485786085
2769,2.5024490708136207
2770,1.3909904115794607
2771,1.461144763263683
2772,1.7371747455674236
2773,1.7108386615000883
2774,2.279882530853953
2775,1.6345753577348638
2776,1.968585674181591
2777,1.540196619486101
2778,2.1881629395438837
2779,2.080174175727489
2780,1.7214228798176028
2781,1.9773076080360892
2782,2.3705826993105097
2783,2.390824372950287
2784,1.614491221376613
2785,1.867971737502596
2786,2.171965898596552
2787,2.0002284560760284
2788,1.8698871915771678
2789,1.9602490445601102
2790,2.0284925851376614
2791,2.0423702559913006
2792,1.781258821964528
2793,1.8546446685872833
2794,1.2638358837354788
2795,3.2927274359211403
2796,1.832897803362589
2797,2.087239075216543
2798,2.0776234861882577
2799,2.8276953327560195
2800,1.6695135764307354
2801,2.909339881019153
2802,2.125507297259733
2803,1.4502797959716012
2804,2.4017369218112297
2805,1.8422445051752465
2806,2.2915582506138077
2807,2.1288342758850214
2808,2.436927770261679
2809,1.6544031877802734
2810,2.0716992680840707
2811,1.8083696584782678
2812,1.8526543657510437
2813,1.7040547992370034
2814,1.3589949461140063
2815,1.794549800739598
2816,1.965429029936993
2817,1.9123788404207822
2818,1.8685529290006786
2819,1.7225065617747135
2820,1.5798133039566133
2821,1.1040151220868313
2822,2.0188012877560952
2823,2.5443834316145946
2824,1.8235391619056744
2825,5.689761366559859
2826,2.150740747088485
2827,2.001688168281463
2828,13.09139080762231
2829,2.7852843208356237
2830,1.5219788534662935
2831,3.0044435112910826
2832,1.7424760320824926
2833,2.506711283280766
2834,1.3553168136051967
2835,2.0019558837534723
2836,1.6378329181623628
2837,1.5124297293193072
2838,2.336415437093814
2839,2.395312651489272
2840,1.5151037100296656
2841,1.6450147603787808
2842,1.338626941041765
2843,1.5043472325374334
2844,2.3316664215682357
2845,2.1927318322564817
2846,1.548031465607003
2847,1.99640428145584
2848,2.142221181901376
2849,2.0956346564942328
2850,2.3000288701083127
2851,2.5484747051535757
2852,1.4233256057834867
2853,1.9690409311994357
2854,1.9138528102822165
2855,1.348541336697144
2856,4.278529410583793
2857,3.354622875291105
2858,1.6255078068141402
2859,1.322264247838564
2860,1.715093558975754
2861,2.172990396623108
2862,2.13835722986771
2863,1.8021691594338207
2864,1.4077963908340965
2865,1.36709469327108
2866,1.6342436191793697
2867,1.6173710037709426
2868,1.7774793699103355
2869,1.5321181221404192
2870,1.9381564150957127
2871,1.9979048477016677
2872,1.6835350248235375
2873,2.4733714816731265
2874,2.3690235772592425
2875,1.9670110728937384
2876,1.3367119537463226
2877,1.5255768276821673
2878,1.7551633375764322
2879,1.8170252076846198
2880,1.3956224648903808
2881,2.3557197763565307
2882,1.9824609755770024
2883,1.591124079595393
2884,1.8824948103491002
2885,1.7792091664369554
2886,2.4983689994513716
2887,3.3260528690528357
2888,1.9865704163517863
2889,1.5886231280836727
2890,1.4251213528469608
2891,2.3568882616837374
2892,2.1334621224929977
2893,10.125476664430996
2894,3.6415742448687896
2895,2.399584390022906
2896,1.643676974777585
2897,1.521303145084266
2898,2.1854781112674067
2899,1.786442784568281
2900,1.6473012916833332
2901,1.5220848814845431
2902,1.453138826217558
2903,1.9414574993567777
2904,1.8386329268698405
2905,1.7172994061485642
2906,2.1032396418348323
2907,3.100698186607196
2908,1.9961954675915257
2909,2.0894334224147144
2910,2.0669454953776025
2911,1.873135778594683
2912,1.4149335474839444
2913,1.831642761311414
2914,2.468505335177233
2915,20.573067854325053
2916,2.5188210475896256
2917,1.3966051147352676
2918,1.384231941494511
2919,16.749826414265495
2920,1.1839837333567615
2921,2.120975833231282
2922,2.504144194429149
2923,1.6663961497028237
2924,1.90955262201486
2925,1.6239163772768206
2926,1.7833049997577084
2927,2.3531533670486904
2928,2.207385322539603
2929,4.566597531565018
2930,1.2869575823645993
2931,2.1219629592341964
2932,4.511290657438202
2933,2.396187571317938
2934,2.0782608209928064
2935,2.5432700478923964
2936,1.3084726906484234
2937,1.6845991218277638
2938,3.5313191306578973
2939,3.1161389755049225
2940,2.165465861130265
2941,1.6046107595472554
2942,2.395853667183693
2943,1.7520518731416335
2944,2.3531411910006312
2945,1.459092972028524
2946,1.8724064307722625
2947,3.4063414055987074
2948,2.3598549473851507
2949,2.324510871191726
2950,2.1042507848397447
2951,2.437127423867786
2952,1.9957216443106987
2953,1.9558364628557594
2954,3.4268936291994794
2955,3.3466901143151655
2956,2.0941820145798773
2957,1.7070092564776138
2958,1.9718673548144925
2959,1.6027007102869986
2960,2.202215271920034
2961,1.3920280118294612
2962,2.016013465318656
2963,2.3536614210091296
2964,2.628886173141331
2965,2.404200095867319
2966,1.5100160518408856
2967,2.214969434694991
2968,1.9622494858590913
2969,1.4188025632831636
2970,1.433786559943043
2971,2.1742284698491474
2972,2.036370951309193
2973,1.399924443657849
2974,2.345117626924589
2975,2.1767134312781544
2976,2.0955954365874976
2977,1.8936401862864378
2978,2.292811425814522
2979,1.4380512665194334
2980,2.7400962604043997
2981,1.5438212970607195
2982,1.6462966418673441
2983,1.9684883860628057
2984,1.6367860293960441
2985,2.6538135499515696
2986,2.3206149394610085
2987,1.9783445019338353
2988,2.552141928232427
2989,2.1920935689294
2990,2.5643703685321864
2991,2.0254672299862246
2992,1.7077288433592313
2993,1.624798408851118
2994,2.393051776170947
2995,1.6414747124213047
2996,1.5172927906805609
2997,2.606446259609198
2998,2.125027167294443
2999,2.2846666338513444
3000,1.408524536479371
3001,2.8990439885792356
3002,1.6529601516867793
3003,3.838237452096321
3004,1.5883229377082304
3005,2.645152201835276
3006,2.32881180716345
3007,4.2912371493773005
3008,1.6389518660861355
3009,1.7789381414796597
3010,1.923652580513727
3011,1.7955751947890841
3012,2.1860494098893035
3013,1.7746717669373409
3014,2.892571007698653
3015,1.6040732675834168
3016,5.450136628771734
3017,1.6034247232923866
3018,2.251464013940969
3019,1.825223787165638
3020,1.3993010099914556
3021,9.232792467806373
3022,2.2678084598442236
3023,1.382368896798901
3024,2.248098445863629
3025,3.4805593578103697
3026,1.906102730394112
3027,2.1933490408858995
3028,2.2344816588123253
3029,1.8324553536338821
3030,2.394177625623291
3031,1.699081660809659
3032,1.946607695877068
3033,1.471196946059512
3034,3.1086533282247806
3035,3.0015824051132705
3036,2.01346151857614
3037,2.0411248165144222
3038,1.434233166073644
3039,1.3588561666544372
3040,1.7428038187416575
3041,1.4443261984409084
3042,1.9871571545843272
3043,1.6565503170185107
3044,5.074886473920312
3045,2.43886967486618
3046,6.694524490160504
3047,1.8228541637528388
3048,2.5042842343189764
3049,1.4357631581023553
3050,2.4891813201472957
3051,1.4201531052680831
3052,1.9809673873560374
3053,1.9540755365494182
3054,1.7622582001629394
3055,2.461142142121952
3056,5.544977925793072
3057,1.6130098017765457
3058,3.667059853925863
3059,2.3835750038488523
3060,1.6712587105808758
3061,3.4125383656015225
3062,1.7652495996361035
3063,2.447326932989289
3064,1.7311996846088555
3065,2.6942704220563316
3066,1.8158272141518519
3067,1.564121583051885
3068,2.8249615545036177
3069,2.494038948713301
3070,2.3485453640704086
3071,3.48568027613421
3072,2.210672126365396
3073,2.1983179070902117
3074,2.7045764478805383
3075,2.1755645686755907
3076,3.1909642030995777
3077,4.395848819752966
3078,1.8641696974710258
3079,2.2776740210378925
3080,2.645112305170937
3081,3.068833436936091
3082,3.100809564112639
3083,1.9949880108654112
3084,2.4023970875173988
3085,1.6106359619058046
3086,1.7583909543002227
3087,1.8958522632942236
3088,2.464661775805535
3089,1.668989484676422
3090,2.0590040345128044
3091,2.923787630661429
3092,1.6430562754753208
3093,3.309855620810714
3094,2.035398607640859
3095,1.0886665007387668
3096,2.8825921674831854
3097,2.187229996239303
3098,1.5427314816611473
3099,2.271622225657022
3100,1.570420783462386
3101,1.4863179715021264
3102,4.009928811767866
3103,1.5474139070745676
3104,4.33350190390981
3105,2.373165664536768
3106,3.9699523448273553
3107,8.08746778078241
3108,1.2978366017520377
3109,3.9395817517075202
3110,1.6358866853499752
3111,1.6435434921229586
3112,2.5689736799247065
3113,1.63478106637726
3114,1.7514583372845192
3115,2.61220672542458
3116,6.991779591136819
3117,1.9416542298190964
3118,1.6585803676160773
3119,1.4663155149043008
3120,2.2623204900521516
3121,1.6975449326175522
3122,1.5619368983471742
3123,1.475811417589361
3124,1.106264460189038
3125,1.9007093435507638
3126,2.9457213624262835
3127,1.3668351816787618
3128,2.3435179485215993
3129,1.6792678168665671
3130,2.435840850632708
3131,2.2949701030264142
3132,1.3377903084128202
3133,1.8977027557655881
3134,2.2480307051453146
3135,1.4837836282356416
3136,1.8104494981826753
3137,1.4137497738419582
3138,2.1616261819637552
3139,1.8553301680998124
3140,2.7817188066293426
3141,1.9357270578497818
3142,1.5504205787205283
3143,1.160931747886869
3144,2.095792061601802
3145,1.4156607938524877
3146,4.091708229187848
3147,2.2225120105299423
3148,1.6715898308884147
3149,2.011383373707781
3150,1.6213027020861166
3151,1.4829802378383161
3152,1.8726586187944128
3153,2.226539205537306
3154,2.6420760842937385
3155,1.639578633495201
3156,1.5181763335626788
3157,2.5450680671892387
3158,3.1806057551779006
3159,1.863673755152271
3160,2.364278565100213
3161,1.970661091947056
3162,2.0397626427922457
3163,2.8786196810323608
3164,1.7232652790489391
3165,1.7347272954338588
3166,1.353739282885189
3167,1.8893607510609218
3168,2.1916702771253624
3169,1.4885796763408505
3170,3.529214352869222
3171,1.8512452177529077
3172,1.947569465396667
3173,2.180472665145423
3174,2.4414589957568844
3175,4.169138958146437
3176,1.7923789455381498
3177,2.071326442681979
3178,7.569740028547075
3179,1.5993080047145003
3180,2.2334775306132535
3181,2.49799442670846
3182,1.961548123693929
3183,1.636248044636884
3184,1.5659458376294864
3185,1.464348995622975
3186,2.0639037229538832
3187,2.609717703403412
3188,2.1198955385294846
3189,2.1899815428778373
3190,2.5776403585066596
3191,1.786804700045645
3192,7.266360100555828
3193,2.3197811087877405
3194,1.9365356984434114
3195,1.353405291430684
3196,1.6643500579869133
3197,1.8637411434985753
3198,2.468890038983511
3199,1.6671602809395993
3200,2.1261936884327794
3201,4.000356988284573
3202,2.1069743781494807
3203,1.600348359141484
3204,2.848765146005346
3205,1.5822007168864776
3206,2.7901731308252695
3207,1.8019979441033722
3208,1.7148094413463322
3209,2.1440512121776267
3210,3.035245736946277
3211,1.342144245326112
3212,1.9711054031249888
3213,2.9899109447834213
3214,1.9323150881432278
3215,9.669220751546927
3216,2.2000838243132135
3217,1.429653666959851
3218,1.6446178864695393
3219,2.1214002114854216
3220,2.243885526887579
3221,3.9954092778746486
3222,1.8625648857432788
3223,1.6276740652614907
3224,1.8905843215955893
3225,1.9910633478394875
3226,2.339686813686707
3227,1.401688781019256
3228,2.229760826239355
3229,1.4272705973357716
3230,1.6300954990877852
3231,2.47635397310096
3232,1.9016882857791488
3233,2.2481547924858
3234,1.751609744387019
3235,2.41494901102533
3236,2.3501199626621934
3237,1.6703292628258168
3238,4.064692281078234
3239,2.490880639752125
3240,2.0359103249504944
3241,2.0568009092085506
3242,2.004110380431546
3243,1.7892697567349147
3244,1.9350631130731153
3245,2.0908778421392467
3246,4.994918326954225
3247,2.130809677587112
3248,2.6349428264709207
3249,2.4606808557688753
3250,2.001421014724798
3251,2.1103403118042694
3252,2.2058772370140503
3253,2.0914663263450564
3254,1.764083042689878
3255,1.2701698747892922
3256,2.199501650370515
3257,1.462183521531815
3258,2.111157406258829
3259,1.8447376455411555
3260,2.1170827609363565
3261,1.4194698369051029
3262,2.137873968313314
3263,1.8201892185165343
3264,1.5562915638030783
3265,2.153878993280024
3266,2.479288353254436
3267,2.9065415062545856
3268,1.9948448000099868
3269,1.3093941620489327
3270,1.8570683108337227
3271,2.4212323421264523
3272,1.7342166094379559
3273,1.7737904897542922
3274,2.186017583499758
3275,2.420088248255814
3276,2.324445875690578
3277,1.955424971137473
3278,1.8766611410179848
3279,2.603448687400574
3280,1.3886914533867496
3281,2.1142213330996364
3282,2.2837734447114104
3283,4.042613713899225
3284,1.2698750904465714
3285,1.4166177117273717
3286,1.7709793555415112
3287,3.0371719104871637
3288,1.6591372670739362
3289,2.387138608209158
3290,1.9846528488521245
3291,1.7857763453287416
3292,2.2898117363775317
3293,2.000338597246043
3294,1.625169034832663
3295,1.7577541887920998
3296,1.3555567620256395
3297,1.5753753984005283
3298,1.696824467857967
3299,2.6644729656790664
3300,1.8447588594398343
3301,2.230988339979623
3302,2.829641803784262
3303,1.6970953734071799
3304,1.522423651967964
3305,2.313244483294147
3306,1.3563346997835124
3307,2.302350971413739
3308,1.7442842405488919
3309,1.5389243792825473
3310,1.374337653452689
3311,2.3064567191236156
3312,2.6221625299356135
3313,2.415327632036455
3314,1.736765865781479
3315,3.351966846979192
3316,1.694606428081529
3317,1.7513487626916282
3318,1.7300484490326933
3319,2.4913377661081157
3320,1.5355914337951142
3321,1.4901827492510482
3322,3.3982414407485884
3323,1.8146437499940649
3324,2.365566907563794
3325,1.9669836383963484
3326,1.862361629406056
3327,1.6703912442412183
3328,2.35047836759282
3329,1.7325630337746205
3330,2.0810611957114524
3331,1.5593845445700993
3332,1.4285868078946233
